source,author,title,description,url,published_at
GlobeNewswire,21Shares,21Shares Announces Fee Reduction for Bitcoin Ethereum Core ETP ABBA and Xetra Cross-Listing,"ZURICH, 12 March 2025 – 21Shares AG (""21Shares""), one of the world's largest issuers of cryptocurrency exchange traded products (ETPs), is pleased to announce a significant fee reduction for the 21Shares Bitcoin Ethereum Core ETP (ABBA), alongside its listing…",https://www.globenewswire.com/news-release/2025/03/12/3041147/0/en/21Shares-Announces-Fee-Reduction-for-Bitcoin-Ethereum-Core-ETP-ABBA-and-Xetra-Cross-Listing.html,2025-03-12T08:00:00Z
Cointelegraph,Cointelegraph by,Nigeria’s crypto future: Striking a balance between innovation and regulation,"Opinion by: Mohammed Idris, Minister of Information of NigeriaNigeria has emerged as one of the most active and dynamic crypto markets in recent years. From bustling tech hubs in Lagos to grassroots communities in smaller cities, young Nigerians have turned t…",https://cointelegraph.com/news/nigeria-s-crypto-future,2025-03-12T08:00:00Z
GlobeNewswire,Mercurity Fintech Holding Inc.,Mercurity Fintech Holding Inc. Announces Strategic Engagement with BitGo for Institutional-Grade Custody Services,"New York, March 12, 2025 (GLOBE NEWSWIRE) -- Mercurity Fintech Holding Inc. (the “Company,” “we,” “us,” “our company,” or “MFH”) (Nasdaq: MFH), a digital fintech group, today announced a strategic engagement with BitGo, a recognized leader in institutional di…",https://www.globenewswire.com/news-release/2025/03/12/3041146/0/en/Mercurity-Fintech-Holding-Inc-Announces-Strategic-Engagement-with-BitGo-for-Institutional-Grade-Custody-Services.html,2025-03-12T08:00:00Z
newsBTC,Aayush Jindal,Cardano Struggles to Climb—ADA Faces Strong Hurdles Ahead,Cardano price started a fresh decline below the $0.75 zone. ADA is correcting some losses and might face resistance near the $0.750 level. ADA price started a recovery wave from the $0.650 zone. The price is trading below $0.750 and the 100-hourly simple movi…,http://www.newsbtc.com/analysis/ada/cardano-struggles-to-climb-0-75/,2025-03-12T07:58:38Z
ETF Daily News,MarketBeat News,"Victory Capital Management Inc. Has $17.86 Million Stake in Coinbase Global, Inc. (NASDAQ:COIN)","Victory Capital Management Inc. raised its position in shares of Coinbase Global, Inc. (NASDAQ:COIN) by 10.9% during the 4th quarter, Holdings Channel.com reports. The firm owned 71,933 shares of the cryptocurrency exchange’s stock after acquiring an addition…",https://www.etfdailynews.com/2025/03/12/victory-capital-management-inc-has-17-86-million-stake-in-coinbase-global-inc-nasdaqcoin/,2025-03-12T07:55:02Z
ETF Daily News,MarketBeat News,Cantor Fitzgerald Cuts HIVE Digital Technologies (NASDAQ:HIVE) Price Target to $8.00,"HIVE Digital Technologies (NASDAQ:HIVE – Free Report) had its target price trimmed by Cantor Fitzgerald from $10.00 to $8.00 in a research note released on Tuesday morning,Benzinga reports. The firm currently has an overweight rating on the stock. Several oth…",https://www.etfdailynews.com/2025/03/12/cantor-fitzgerald-cuts-hive-digital-technologies-nasdaqhive-price-target-to-8-00/,2025-03-12T07:28:50Z
Forbes,"Zak Doffman, Contributor, 
 Zak Doffman, Contributor
 https://www.forbes.com/sites/zakdoffman/",Google Play Store Warning—Do Not Download These Free Apps,Don’t make this stupidly simple mistake — here’s what to know.,https://www.forbes.com/sites/zakdoffman/2025/03/12/google-play-store-warning-do-not-download-these-free-apps/,2025-03-12T07:10:24Z
newsBTC,Aayush Jindal,XRP Price Eyes Upside Break—Can Bulls Push Through Resistance?,XRP price started a fresh recovery wave from the $1.90 zone. The price is now showing positive signs and might clear the $2.250 resistance zone. XRP price started a fresh decline from the $2.200 resistance zone. The price is now trading below $2.1850 and the …,http://www.newsbtc.com/analysis/xrp/xrp-price-eyes-upside-2-250/,2025-03-12T07:08:30Z
Biztoc.com,benzinga.com,"Melania Trump's Official Memecoin, Worth Over $13 Billion Barely Two Months Ago, Is Now Valued At $367 Million","Official Melania (CRYPTO: MELANIA) failed to reverse its downsides on Tuesday, even as the broader meme coin market staged a strong recovery.
What happened: The official cryptocurrency of First Lady Melania Trump fell over 4% in the last 24 hours, widening it…",https://biztoc.com/x/0374fd23dfd799ae,2025-03-12T07:01:07Z
ETF Daily News,MarketBeat News,Mizuho Has Lowered Expectations for Coinbase Global (NASDAQ:COIN) Stock Price,"Coinbase Global (NASDAQ:COIN) had its target price trimmed by Mizuho from $280.00 to $217.00 in a research note issued to investors on Tuesday morning,Benzinga reports. The firm currently has a neutral rating on the cryptocurrency exchange’s stock. Several ot…",https://www.etfdailynews.com/2025/03/12/mizuho-has-lowered-expectations-for-coinbase-global-nasdaqcoin-stock-price/,2025-03-12T06:58:43Z
Hurriyet Daily News,hurriyetdailynews.com,Honeymoon ends for Trump on US financial markets,The euphoria that Donald Trump's election triggered for financial markets seems to be a thing of the past as investors now fret over the prospect of the president's trade wars sparking a U.S. recession.,https://www.hurriyetdailynews.com/honeymoon-ends-for-trump-on-us-financial-markets-206795,2025-03-12T06:57:45Z
newsBTC,Ash Tiwari,"Bitcoin To Bottom Around $70,000? Arthur Hayes Says Correction ‘Very Normal’ In A Bull Market","According to crypto entrepreneur Arthur Hayes, Bitcoin (BTC) is likely to bottom around $70,000, marking a 36% correction from its latest all-time high (ATH) of $108,786. Hayes stated that such corrections are “very normal” in a bull market. Bitcoin To Dip Fu…",http://www.newsbtc.com/bitcoin-news/bitcoin-to-bottom-around-70000-arthur-hayes-says-correction-very-normal-in-a-bull-market/,2025-03-12T06:30:41Z
Luxuo.com,Sanjeeva Suresh,Greenline 45 Coupe Bought With Bitcoin,"Greenline Yachts seals its first full Bitcoin transaction, delivering a solar-powered 45 Coupe to a crypto-savvy owner.
The post Greenline 45 Coupe Bought With Bitcoin appeared first on LUXUO.",https://www.luxuo.com/motoring/yachting/greenline-45-coupe-bought-with-bitcoin.html,2025-03-12T06:30:00Z
ETF Daily News,MarketBeat News,Cellebrite DI (NASDAQ:CLBT) Receives Buy Rating from Needham & Company LLC,"Cellebrite DI (NASDAQ:CLBT – Get Free Report)‘s stock had its “buy” rating restated by equities researchers at Needham & Company LLC in a note issued to investors on Monday,Benzinga reports. They currently have a $28.00 target price on the stock. Needham & Co…",https://www.etfdailynews.com/2025/03/12/cellebrite-di-nasdaqclbt-receives-buy-rating-from-needham-company-llc-2/,2025-03-12T06:08:56Z
Cointelegraph,Cointelegraph by Ciaran Lyons,"Bitcoin high-entry buyers are driving sell pressure, price may ‘floor’ at $70K","Bitcoin buyers who purchased around when it hit a $109,000 all-time peak in January are now panic-selling as the cryptocurrency declines, says onchain analytics firm Glassnode, which isn’t ruling out that Bitcoin could slide to $70,000.Glassnode said in a Mar…",https://cointelegraph.com/news/bitcoin-high-entry-buyers-sell-pressure-btc-retrace-possible,2025-03-12T06:01:29Z
Bitcoinist,Keshav Verma,Bitcoin Bearish Signal: Miner Deposits To Exchanges Spike,"On-chain data shows that Bitcoin miner exchange inflows have shot up recently, something that could extend BTC’s price drawdown. Bitcoin Miner To Exchange Flow Metric Has Seen A Spike As pointed out by an analyst in a CryptoQuant Quicktake post, miners are up…",https://bitcoinist.com/bitcoin-bearish-miner-deposits-exchanges-spike/,2025-03-12T06:00:17Z
Naturalnews.com,Willow Tohi,Trumpâs BITCOIN GAMBIT: U.S. launches Strategic Bitcoin Reserve to cement crypto dominance,"President Donald Trump announced the creation of a Strategic Bitcoin Reserve on March 6, positioning the U.S. as a global leader in the digital asset economy. The reserve, housed within the U.S. Treasury, aims to consolidate and expand federal holdings of Bit…",https://www.naturalnews.com/2025-03-12-trump-launches-strategic-bitcoin-reserve-cement-crypto-dominance.html,2025-03-12T06:00:00Z
Naturalnews.com,Willow Tohi,"U.S. regulator greenlights banks for crypto activities, reversing 2021 restrictions","On March 7, the U.S. Office of the Comptroller of the Currency (OCC) announced that banks can now engage in cryptocurrency-related activities, reversing its 2021 policy that imposed stricter oversight. This marks a significant step toward mainstream adoption …",https://www.naturalnews.com/2025-03-12-us-regulator-greenlights-banks-for-crypto-activities.html,2025-03-12T06:00:00Z
International Business Times,Marvie Basilan,Franklin Templeton Files For $XRP ETF Amid SEC Delays On Crypto Applications,"Franklin Templeton has filed an S-1 form with the SEC to issue an $XRP ETF, on the same day Wall Street regulator delayed its decision on the filings for other cryptocurrency ETFs.",https://www.ibtimes.com/franklin-templeton-files-xrp-etf-amid-sec-delays-crypto-applications-3766015,2025-03-12T05:50:43Z
Biztoc.com,benzinga.com,"Dogecoin, XRP ETF Filings Delayed By SEC But Influential Analyst Says 'Relatively High' Odds Of Approval","The Securities and Exchange Commission delayed the approval of several cryptocurrency spot exchange-traded funds Tuesday, including Litecoin (CRYPTO: LTC), Solana (CRYPTO: SOL), XRP (CRYPTO: XRP), and Dogecoin (CRYPTO: DOGE).
What Happened: The regulator post…",https://biztoc.com/x/57011a9cb34ccacc,2025-03-12T05:20:40Z
newsBTC,Samuel Edyme,Bitcoin Struggles Below $82K While Coinbase Premium Rises—What’s Next?,"Bitcoin continues to face challenges in regaining upward momentum, with the cryptocurrency still trading below $82,000 as of today. The asset remains 25.1% below its all-time high of $109,000, recorded in January. Over the past 24 hours, BTC has seen an addit…",http://www.newsbtc.com/news/bitcoin-struggles-below-82k-while-coinbase-premium-rises-whats-next/,2025-03-12T05:00:44Z
Phandroid - News for Android,Phandroid Editors,Why is Crypto Crashing?,"The cryptocurrency market has experienced significant turbulence recently, with prices of major assets like Bitcoin, Ethereum, and others plummeting. This crash has left many investors, especially new traders, wondering: Why is crypto crashing? In this articl…",https://phandroid.com/2025/03/12/why-is-crypto-crashing/,2025-03-12T04:42:53Z
Bitcoinist,Jake Simmons,"Is Ethereum Foundation’s 30,000 ETH Really At Risk? Here’s The Truth","Ethereum (ETH), the second-largest cryptocurrency by market capitalization, has experienced renewed downward pressure amid a widespread market crash. After reaching a mid-December high of $4,107—still below its November 2021 all-time high of $4,868—ETH slippe…",https://bitcoinist.com/ethereum-foundation-30000-eth-at-risk-truth/,2025-03-12T04:30:38Z
Ozbargain.com.au,Jessie Ryder,"Trade $200 Worth of Any Cryptocurrency, Get Bonus 18 USDT (Limit 1,666 Claims) @ OKX (Activation Required)","Moving from OKXs worst campaign to one of its better ones.

McLaren F1 Team holds the title for the fastest pit stop, setting an incredible record of just 1.8 seconds. In a sport where every millisecond counts, their precision and strategy in the pit lane are…",https://www.ozbargain.com.au/node/897192,2025-03-12T04:27:28Z
GlobeNewswire,CoinEx,"CoinEx Wallet connected with Reown and their industry-leading WalletKit SDK, enhancing the dApp Access Experience","HONG KONG, March 12, 2025 (GLOBE NEWSWIRE) -- CoinEx, a leading global cryptocurrency exchange, is excited to announce that the CoinEx Wallet is now integrated with Reown’s WalletKit, having access to the WalletConnect via an integration with Reown’s WalletKi…",https://www.globenewswire.com/news-release/2025/03/12/3041104/0/en/CoinEx-Wallet-connected-with-Reown-and-their-industry-leading-WalletKit-SDK-enhancing-the-dApp-Access-Experience.html,2025-03-12T04:11:00Z
Americanthinker.com,,"Trump’s Digital Fort Knox: Bitcoin, the Dollar, and America’s Financial Future","President Donald Trump’s executive order of March 6, on the Establishment of a Strategic Bitcoin Reserve and a US Digital Asset Stockpile is not just a policy shift—it is a paradigm shift. In a single stroke, the White House has transform...",https://www.americanthinker.com/articles/2025/03/trump_s_digital_fort_knox_bitcoin_the_dollar_and_america_s_financial_future.html,2025-03-12T04:00:00Z
Bitcoinist,Christian Encila,US Treasury Targets Bitcoin And XRP Growth—Big Win For Crypto?,"David Sacks, the White House’s crypto czar, has disclosed the intentions of the Treasury Department to concentrate on increasing the value of Bitcoin, XRP, and other digital assets that the US government owns. This, after US President Donald Trump signed an e…",https://bitcoinist.com/us-treasury-targets-bitcoin-and-xrp-growth-big-win-for-crypto/,2025-03-12T03:00:27Z
The Times of India,ET Online,Pi Network cryptocurrency crashes 55%: Pi Coin price falls below $1.5 as KYC deadline looms—Can Binance listing help?,"Pi Coin has experienced sharp price swings, dropping over 55% from its all-time high as trading volumes shrink. With a critical KYC and migration deadline set for March 14, speculation is also mounting over a potential Binance listing. Market analysts suggest…",https://economictimes.indiatimes.com/news/new-updates/pi-network-cryptocurrency-crashes-55-pi-coin-price-falls-below-1-5-as-kyc-deadline-loomscan-binance-listing-help/articleshow/118913028.cms,2025-03-12T02:49:04Z
Biztoc.com,benzinga.com,"Bitcoin, Ethereum, Dogecoin Recover On Strategic Reserve Bill In Congress: Top Analyst Foresees BTC's 'Swift Move' To $88,000-$92,000 If This Happens","Leading cryptocurrencies bounced back Tuesday after a Strategic Bitcoin Reserve bill was tabled in the House of Representatives.
Cryptocurrency
Gains +/-
Price (Recorded at 8:45 p.m. ET)
Bitcoin (CRYPTO: BTC)
+7.69%
$82,733.64
Ethereum (CRYPTO: ETH) 
+5.57%
$…",https://biztoc.com/x/59e87a71dcf71c19,2025-03-12T02:21:05Z
Cointelegraph,Cointelegraph by Felix Ng,Senator Lummis’ new BITCOIN Act allows US reserve to exceed 1M Bitcoin,"US Senator Cynthia Lummis’ newly reintroduced BITCOIN Act will allow the government to potentially hold more than 1 million Bitcoin as part of its newly established reserve.The bill, first introduced in July, directs the US government to buy 200,000 Bitcoin (…",https://cointelegraph.com/news/senator-cynthia-lummis-new-bitcoin-act-one-million-btc,2025-03-12T02:07:40Z
